conv,country,drop_kicks,opposition,penalties,player,points,position,result,tries
8,Namib,0,Kenya,0,TAW Kotze,16,FH,won,0
3,NZ,0,South Africa,0,BJ Barrett,16,FH,won,2
1,Rom,0,Canada,3,FA Vlaicu,16,FH,won,1
1,Port,0,Brazil,3,JG Lima,16,FB,won,1
5,Germ,1,Romania,1,R Parkinson,16,FH,won,0
8,Chile,0,Paraguay,0,FJ Gonzalez Moller,16,FH,won,0
2,Samoa,0,Tonga,4,T Pisi,16,FH,lost,0
5,Kenya,0,Zimbabwe,2,D Mukidza Kinyangi,16,W,won,0
1,Arg,1,New Zealand,2,FN Sanchez,16,FH,lost,1
0,Scot,0,Wales,5,CD Paterson,15,W,lost,0
0,Fra,0,Ireland,0,V Clerc,15,W,won,3
0,Port,0,Romania,5,PPDC Cabral,15,FH,lost,0
0,Rom,0,Czech Rep,0,SE Ciuntu,15,W,won,3
0,Georg,0,Spain,0,M Gorgodze,15,L,won,3
0,JPN,0,Arabian Gulf,0,H Onozawa,15,W,won,3
0,HK,0,Japan,0,R Varty,15,FB,lost,3
0,Scot,0,Argentina,5,CD Paterson,15,FB,lost,0
0,JPN,0,Tonga,5,JA Arlidge,15,FH,won,0
0,NZ,0,Samoa,0,JM Muliaina,15,FB,won,3
3,Russ,0,Spain,3,Y Kushnarev,15,FH,won,0
0,Urug,0,Chile,0,N Brignoni,15,N8,won,3
3,Ire,0,France,3,RJR O'Gara,15,FH,won,0
0,Wales,0,England,5,SM Jones,15,FH,won,0
0,Italy,0,Wales,5,A Marcato,15,FB,lost,0
0,Scot,0,Ireland,5,CD Paterson,15,FB,lost,0
3,Fra,0,Italy,3,MRJ Parra,15,SH,won,0
0,Wales,1,Ireland,4,SM Jones,15,FH,lost,0
0,Urug,0,Paraguay,0,F de Posadas,15,FB,won,3
5,Urug,0,Paraguay,0,JJ Etcheverry Cavanna,15,(FH),won,1
0,Urug,0,Brazil,0,R Capo Ortega,15,N8,won,3
2,Russ,0,Germany,2,Y Kushnarev,15,FH,won,1
6,Arg,0,Chile,1,S Gonzalez Iglesias,15,FH,won,0
0,Sing,0,Japan,5,R Cumbers,15,FH,lost,0
0,Arg,1,England,4,JM Hernandez,15,FH,lost,0
0,Aust,0,Italy,0,JD O'Connor,15,FB,won,3
0,Samoa,0,PNG,0,MS Pesamino,15,W,won,3
0,NZ,0,Italy,5,CL McAlister,15,C,won,0
0,Ire,0,South Africa,5,JJ Sexton,15,FH,won,0
3,Eng,0,Wales,3,JP Wilkinson,15,FH,won,0
2,Spain,0,Russia,2,M Gratton Cristol,15,FH,lost,1
3,Fra,1,Ireland,2,MRJ Parra,15,SH,won,0
0,Port,0,Germany,0,GFG Foro,15,W,won,3
3,Port,0,Spain,3,PPDC Cabral,15,FH,won,0
0,Scot,1,England,4,DA Parks,15,FH,draw,0
0,Urug,0,Chile,0,LL Leivas Ballestrino,15,W,won,3
5,JPN,0,Hong Kong,0,JA Arlidge,15,(FH),won,1
0,JPN,0,Hong Kong,0,A Tupuailei,15,W,won,3
0,Rom,0,Ukraine,0,SE Ciuntu,15,W,won,3
3,SA,0,France,3,M Steyn,15,FH,won,0
0,Ire,0,Australia,5,JJ Sexton,15,FH,lost,0
0,Urug,0,Kazakhstan,0,LL Leivas Ballestrino,15,W,won,3
0,Aust,0,South Africa,5,MJ Giteau,15,C,won,0
0,Chile,0,Tonga,5,J Reyes,15,FH,lost,0
0,JPN,0,Russia,0,A Tupuailei,15,W,won,3
2,Ire,0,Samoa,2,RJR O'Gara,15,FH,won,1
5,NZ,0,Scotland,0,DW Carter,15,FH,won,1
0,Aust,0,France,0,DA Mitchell,15,W,won,3
0,Fra,0,Ireland,5,MRJ Parra,15,SH,won,0
0,JPN,0,Hong Kong,0,A Tupuailei,15,W,won,3
5,Urug,0,Paraguay,0,A Lewis,15,C,won,1
0,Arg,0,Uruguay,0,FD Luna,15,W,won,3
0,Port,0,Argentina A,5,PPDC Cabral,15,FH,won,0
3,NZ,1,Australia,2,DW Carter,15,FH,won,0
0,Namib,3,Fiji,2,TAW Kotze,15,FH,lost,0
0,Samoa,0,Namibia,0,AT Tuilagi,15,W,won,3
0,Scot,1,Georgia,4,DA Parks,15,FH,won,0
0,Fra,0,Canada,0,V Clerc,15,W,won,3
0,Aust,0,USA,0,AP Ashley-Cooper,15,W,won,3
0,Eng,0,Romania,0,CJ Ashton,15,W,won,3
0,Eng,0,Romania,0,MJ Cueto,15,W,won,3
0,Samoa,1,Fiji,4,T Pisi,15,FH,won,0
6,Ire,0,Russia,1,RJR O'Gara,15,FH,won,0
6,Wales,0,Namibia,1,SM Jones,15,FH,won,0
0,Wales,0,Namibia,0,MS Williams,15,C,won,3
0,Spain,0,Ukraine,0,C Sempere Padilla,15,FH,won,3
3,Ukr,0,Portugal,3,O Kosariev,15,C,won,0
0,JPN,0,Kazakhstan,0,H Onozawa,15,W,won,3
0,JPN,0,Korea,0,H Onozawa,15,W,won,3
0,Arg,0,Brazil,0,M Montero,15,W,won,3
0,NZ,0,Ireland,0,SJ Savea,15,W,won,3
2,JPN,0,Tonga,2,A Goromaru,15,FB,lost,1
0,Fra,0,Argentina,5,MRJ Parra,15,SH,lost,0
2,Urug,0,Portugal,2,AL Ormaechea,15,SH,won,1
1,Fiji,0,Tonga,1,M Talebula Maijaina,15,FB,won,2
0,Aust,0,Wales,5,BS Barnes,15,FH,won,0
2,Namib,1,Senegal,1,TAW Kotze,15,FH,won,1
0,SA,0,Australia,0,BG Habana,15,W,won,3
0,NZ,0,Argentina,0,CS Jane,15,W,won,3
0,Aust,0,New Zealand,5,MJ Harris,15,FB,draw,0
5,USA,0,Russia,0,CT Wyles,15,FB,won,1
3,Fra,1,Australia,2,F Michalak,15,FH,won,0
3,Spain,0,Zimbabwe,3,JM Carrion Llorens,15,W,won,0
0,Aust,1,England,4,BS Barnes,15,FB,won,0
3,Can,0,Russia,3,J Pritchard,15,FB,won,0
0,Scot,0,Tonga,5,GD Laidlaw,15,FH,lost,0
3,Ire,0,Wales,3,JJ Sexton,15,FH,won,0
0,Ire,0,Italy,5,DPLJ Jackson,15,FH,lost,0
0,JPN,0,UAE,0,T Kikutani,15,N8,won,3
5,JPN,0,UAE,0,H Tatekawa,15,(C),won,1
2,Russ,0,Romania,2,Y Kushnarev,15,FB,lost,1
3,Rom,0,Russia,3,FA Vlaicu,15,C,won,0
0,Ire,0,USA,5,IL Madigan,15,FH,won,0
3,Namib,0,Senegal,3,TAW Kotze,15,FH,won,0
3,NZ,0,France,3,AW Cruden,15,FH,won,0
0,Ire,0,Canada,0,FL McFadden,15,W,won,3
3,Fiji,0,USA,3,S Baikeinuku,15,C,won,0
3,Scot,0,Italy,3,GD Laidlaw,15,SH,won,0
0,Georg,1,Argentina,4,B Tsiklauri,15,FB,lost,0
0,Lions,0,Australia,5,SL Halfpenny,15,FB,lost,0
0,NZ,0,Australia,0,BR Smith,15,W,won,3
0,Aust,0,Argentina,0,I Folau,15,FB,won,3
2,Eng,0,Australia,2,OA Farrell,15,FH,won,1
2,Scot,0,Japan,2,GD Laidlaw,15,SH,won,1
0,Wales,0,South Africa,5,SL Halfpenny,15,FB,lost,0
3,Ire,0,Samoa,3,DPLJ Jackson,15,FH,won,0
3,JPN,0,Russia,3,A Goromaru,15,FB,won,0
3,Italy,0,Fiji,3,L Orquera,15,FH,won,0
6,Namib,0,Kenya,1,TAW Kotze,15,FH,won,0
0,Scot,0,Australia,5,GD Laidlaw,15,SH,lost,0
1,Georg,0,Belgium,1,M Kvirikashvili,15,FB,won,2
3,Fra,0,Italy,3,JM Doussain,15,SH,won,0
0,Germ,0,Czech Rep,0,T Vollenkemper,15,N8,won,3
0,JPN,0,Philippines,0,Y Fujita,15,W,won,3
0,JPN,0,Sri Lanka,0,T Kizu,15,H,won,3
0,JPN,0,Sri Lanka,0,MG Leitch,15,F,won,3
6,Arg,0,Uruguay,1,S Gonzalez Iglesias,15,FH,won,0
0,JPN,0,Hong Kong,0,Y Fujita,15,W,won,3
0,NZ,0,England,5,AW Cruden,15,FH,won,0
6,Aust,0,France,1,BT Foley,15,FH,won,0
0,Samoa,0,Italy,5,T Pisi,15,FH,won,0
0,USA,0,Japan,0,BH Scully,15,W,lost,3
0,NZ,0,England,0,SJ Savea,15,W,won,3
3,Wales,0,South Africa,3,DR Biggar,15,FH,lost,0
5,Can,0,USA,0,J Pritchard,15,FB,lost,1
0,Urug,0,Hong Kong,5,AL Ormaechea,15,SH,won,0
2,Aust,0,New Zealand,2,BT Foley,15,FH,lost,1
0,Fra,0,Fiji,0,T Thomas,15,W,won,3
0,Italy,0,Argentina,5,KJ Haimona,15,FH,lost,0
1,NZ,0,Wales,1,BJ Barrett,15,FH,won,2
0,Arg,3,France,2,FN Sanchez,15,FH,won,0
2,Georg,0,Japan,2,M Kvirikashvili,15,FB,won,1
0,Georg,0,Germany,0,Z Zhvania,15,H,won,3
0,Fra,0,Scotland,5,C Lopez,15,FH,won,0
0,Russ,0,Germany,0,V Artemyev,15,W,won,3
0,Port,0,Georgia,5,PB Avila,15,FB,lost,0
0,Germ,0,Russia,0,K Brenner,15,F,lost,3
0,Georg,0,Portugal,5,M Kvirikashvili,15,FB,won,0
3,Eng,0,Italy,3,GT Ford,15,FH,won,0
0,Ire,0,France,5,JJ Sexton,15,FH,won,0
0,Wales,0,France,5,SL Halfpenny,15,FB,won,0
0,Wales,0,Ireland,5,SL Halfpenny,15,FB,won,0
2,Eng,0,Scotland,2,GT Ford,15,FH,won,1
6,Wales,0,Italy,1,DR Biggar,15,FH,won,0
0,Georg,0,Romania,5,M Kvirikashvili,15,FB,won,0
0,Wales,0,Italy,0,GP North,15,W,won,3
3,Korea,0,Japan,3,OY Hyung,15,FH,lost,0
2,Urug,0,Brazil,2,MM Blengio Penalva,15,FH,won,1
0,JPN,0,Korea,0,K Fukuoka,15,W,won,3
0,Arg,0,Paraguay,0,S Cordero,15,W,won,3
3,Fiji,0,Tonga,3,BTT Volavola,15,FH,won,0
0,Namib,0,Russia,0,C Marais,15,W,won,3
0,JPN,0,Canada,5,A Goromaru,15,FB,won,0
0,JPN,0,Tonga,5,A Goromaru,15,FB,lost,0
0,USA,1,Canada,4,AL MacGinty,15,FH,won,0
0,Arg,0,South Africa,0,JJ Imhoff,15,W,won,3
0,Namib,0,Zimbabwe,0,R Kitshoff,15,F,won,3
3,JPN,0,Uruguay,3,A Goromaru,15,FB,won,0
5,JPN,0,Uruguay,0,A Goromaru,15,FB,won,1
0,Wales,0,Italy,5,SL Halfpenny,15,FB,won,0
0,Wales,0,Uruguay,0,CL Allen,15,C,won,3
3,Arg,1,Georgia,2,FN Sanchez,15,FH,won,0
0,SA,0,Samoa,0,JPR Pietersen,15,W,won,3
0,NZ,0,Georgia,0,SJ Savea,15,W,won,3
0,SA,0,USA,0,BG Habana,15,W,won,3
0,Aust,0,Wales,5,BT Foley,15,FH,won,0
0,Eng,0,Uruguay,0,NJ Easter,15,N8,won,3
0,Eng,0,Uruguay,0,JT Nowell,15,W,won,3
0,NZ,0,France,0,SJ Savea,15,W,won,3
0,SA,0,New Zealand,5,H Pollard,15,FH,lost,0
0,Aust,0,Argentina,0,AP Ashley-Cooper,15,W,won,3
0,Arg,0,Australia,5,FN Sanchez,15,FH,lost,0
0,Chile,0,Argentina,5,M Nordenflycht Torrico,15,C,lost,0
0,USA,0,Canada,0,TS Clever,15,F,won,3
0,Can,0,USA,5,GA McRorie,15,SH,lost,0
0,Eng,0,Italy,0,JBA Joseph,15,C,won,3
2,Rom,0,Russia,2,FA Vlaicu,15,C,won,1
0,Germ,0,Portugal,0,J Otto,15,F,won,3
6,Germ,0,Portugal,1,R Parkinson,15,FB,won,0
0,Rom,0,Germany,0,PF Kinikinlau,15,C,won,3
3,Ire,0,Scotland,3,JJ Sexton,15,FH,won,0
0,JPN,0,Korea,0,H Yamashita,15,W,won,3
0,Urug,0,Paraguay,0,G Campomar,15,F,won,3
6,Urug,0,Paraguay,1,M Secco,15,FH,won,0
0,Arg,0,Chile,0,G Gutierrez Taboada,15,FB,won,3
3,Arg,0,France,3,FN Sanchez,15,FH,won,0
3,Kenya,0,Uganda,3,D Mukidza Kinyangi,15,W,won,0
6,Namib,0,Zimbabwe,1,TAW Kotze,15,FH,won,0
3,SA,0,Argentina,3,ET Jantjies,15,FH,won,0
0,SA,0,New Zealand,5,M Steyn,15,FH,lost,0
0,Fra,0,Samoa,0,V Vakatawa,15,W,won,3
3,Chile,0,Korea,3,FJ Gonzalez Moller,15,FH,won,0
0,Russ,0,PNG,0,V Gresev,15,F,won,3
3,Wales,0,Japan,3,SL Halfpenny,15,W,won,0
2,Aust,0,France,2,BT Foley,15,FH,won,1
0,Chile,0,Korea,0,T Ianiszewski Vergara,15,W,lost,3
3,Eng,0,Australia,3,OA Farrell,15,C,won,0
0,Ire,0,Italy,0,CJH Gilroy,15,(C),won,3
0,Ire,0,Italy,0,CJ Stander,15,F,won,3
0,Can,0,Chile,0,TF Paris,15,W,won,3
5,Port,0,Poland,0,NMRPS Guedes,15,FB,won,1
0,USA,0,Canada,0,MP Te'o,15,FB,won,3
0,Eng,0,Scotland,0,JBA Joseph,15,C,won,3
3,Spain,0,Belgium,3,BD Linklater,15,FB,won,0
0,JPN,0,Korea,0,A Lotoahea,15,W,won,3
0,Urug,0,Paraguay,0,G Mieres Valente,15,W,won,3
0,Chile,0,Paraguay,0,JI Larenas Hitschfeld,15,C,won,3
3,SA,0,France,3,ET Jantjies,15,FH,won,0
3,Eng,1,Argentina,2,GT Ford,15,FH,won,0
5,Aust,0,Italy,0,BT Foley,15,FH,won,1
3,NZ,0,Lions,3,BJ Barrett,15,FH,won,0
3,SA,0,France,3,ET Jantjies,15,FH,won,0
0,Rom,0,Brazil,0,A Gorcioaia,15,F,won,3
0,Rom,0,Brazil,0,A Radoi,15,H,won,3
0,Arg,0,Georgia,0,R Moyano Joya,15,W,won,3
0,Namib,0,Tunisia,0,R Kitshoff,15,F,won,3
0,Fiji,0,Samoa,0,RHW Seniloli,15,SH,won,3
6,Aust,0,Argentina,1,BT Foley,15,FH,won,0
0,Aust,0,Japan,0,RT Kuridrani,15,C,won,3
4,Germ,0,Moldova,2,M Franke,14,FB,won,0
1,Eng,1,Wales,3,JP Wilkinson,14,FH,lost,0
1,Georg,0,Romania,4,O Barkalaia,14,FB,won,0
1,Italy,0,England,4,D Bortolussi,14,FB,lost,0
1,Eng,1,France,3,JP Wilkinson,14,FH,won,0
1,Russ,0,Portugal,4,V Motorin,14,SH,won,0
3,Fiji,0,Samoa,1,RT Rawaqa Maravunawasawasa,14,FB,won,1
3,Fiji,0,Japan,1,RT Rawaqa Maravunawasawasa,14,FB,won,1
1,NZ,0,South Africa,4,DW Carter,14,FH,won,0
4,Aust,1,New Zealand,1,MJ Giteau,14,FH,won,0
2,Arg,0,Chile,0,I Mieres,14,(FB),won,2
0,Rom,0,Spain,3,P Mitu,14,SH,won,1
2,JPN,0,Kazakhstan,0,A Goromaru,14,FB,won,2
7,JPN,0,Hong Kong,0,RT Nicholas,14,C,won,0
4,Wales,0,USA,2,NJ Robinson,14,FH,won,0
1,Arg,1,England,3,JM Hernandez,14,FH,won,0
1,Fiji,0,Samoa,4,S Baikeinuku,14,C,won,0
4,JPN,0,Fiji,2,RT Nicholas,14,C,lost,0
1,NZ,0,South Africa,4,SR Donald,14,FH,lost,0
1,NZ,0,Australia,4,DW Carter,14,FH,won,0
1,Aust,0,New Zealand,4,MJ Giteau,14,FH,lost,0
1,NZ,0,Wales,4,DW Carter,14,FH,won,0
1,Georg,0,Argentina A,4,M Kvirikashvili,14,FB,won,0
4,JPN,0,Canada,2,SJ Webb,14,FH,won,0
1,NZ,0,England,4,DW Carter,14,FH,won,0
1,Port,2,Tonga,2,PPDC Cabral,14,FH,lost,0
4,NZ,0,France,2,DW Carter,14,FH,won,0
1,Can,0,Russia,4,J Pritchard,14,C,won,0
7,JPN,0,Korea,0,RT Nicholas,14,C,won,0
3,SA,0,Italy,1,M Steyn,14,FH,won,1
0,Namib,0,Georgia,3,CA Botha,14,FB,won,1
4,Urug,0,Kazakhstan,2,E Caffera,14,FH,won,0
1,NZ,0,South Africa,4,DW Carter,14,FH,won,0
4,SA,0,Australia,2,M Steyn,14,FH,won,0
1,Port,0,Namibia,4,JK Gardener,14,FH,won,0
1,Germ,0,Netherlands,4,F Heimpel,14,FH,won,0
1,Wales,0,Scotland,4,JW Hook,14,FH,won,0
1,Ire,0,England,4,JJ Sexton,14,FH,won,0
1,Russ,0,Italy A,4,Y Kushnarev,14,FH,lost,0
4,Samoa,0,Japan,2,JS So'oialo,14,FB,won,0
1,Samoa,0,Tonga,4,JS So'oialo,14,FB,lost,0
1,Fra,0,Ireland,4,D Yachvili,14,SH,won,0
1,Scot,0,Romania,4,CD Paterson,14,FB,won,0
3,Samoa,0,Namibia,1,PB Williams,14,FB,won,1
1,Tonga,0,France,4,KS Morath,14,FH,won,0
1,Eng,0,Italy,4,OA Farrell,14,C,won,0
1,Wales,0,England,4,SL Halfpenny,14,FB,won,0
1,Georg,0,Romania,4,M Kvirikashvili,14,FH,won,0
3,Germ,0,Belgium,1,K Manawatu,14,FB,lost,1
7,Arg,0,Chile,0,V Cruz Hernestrosa,14,FH,won,0
1,JPN,0,Fiji,4,A Goromaru,14,FB,lost,0
1,Wales,0,Australia,4,SL Halfpenny,14,FB,lost,0
1,Samoa,0,Fiji,4,K Anufe,14,FH,won,0
1,Ire,0,New Zealand,4,JJ Sexton,14,FH,lost,0
1,Wales,0,Australia,4,SL Halfpenny,14,FB,lost,0
1,Aust,0,New Zealand,4,BS Barnes,14,FH,lost,0
1,Wales,0,Samoa,4,SL Halfpenny,14,FB,lost,0
1,Chile,0,Portugal,4,J Valderrama,14,FB,lost,0
1,Georg,0,Fiji,4,M Kvirikashvili,14,FH,lost,0
1,Fiji,0,Georgia,4,J Ralulu,14,FH,won,0
1,Italy,0,Australia,4,L Orquera,14,FH,lost,0
0,Aust,0,Wales,3,KJ Beale,14,FH,won,1
1,Rom,0,Portugal,4,FA Vlaicu,14,C,won,0
4,Scot,0,Italy,2,GD Laidlaw,14,SH,won,0
1,Italy,0,Ireland,4,L Orquera,14,FH,won,0
1,Wales,0,Japan,4,DR Biggar,14,FH,won,0
1,Russ,0,Emerg Italy,4,Y Kushnarev,14,FH,lost,0
1,NZ,0,France,4,DW Carter,14,FH,won,0
4,Fiji,0,Tonga,2,S Baikeinuku,14,FH,won,0
1,NZ,0,Australia,4,TJ Taylor,14,FH,won,0
1,Georg,0,Canada,4,M Kvirikashvili,14,FB,won,0
1,Rom,0,Tonga,4,FA Vlaicu,14,C,won,0
1,NZ,0,France,4,DW Carter,14,FH,won,0
1,Fra,0,New Zealand,4,MRJ Parra,14,SH,lost,0
1,Arg,1,Italy,3,FN Sanchez,14,FH,won,0
1,Rom,0,Portugal,4,FA Vlaicu,14,C,won,0
1,Ire,0,Wales,4,JJ Sexton,14,FH,won,0
1,Georg,1,Spain,3,M Kvirikashvili,14,FB,won,0
1,Georg,0,Romania,4,M Kvirikashvili,14,FB,won,0
4,Wales,0,Scotland,2,DR Biggar,14,FH,won,0
1,Port,0,Spain,4,PB Avila,14,C,lost,0
4,Aust,0,France,2,BT Foley,14,FH,won,0
7,Fiji,0,Cook Islands,0,J Ralulu,14,FH,won,0
1,Aust,0,South Africa,4,BT Foley,14,FH,won,0
4,NZ,0,Argentina,2,BJ Barrett,14,FH,won,0
1,Italy,0,Samoa,4,KJ Haimona,14,FH,won,0
4,Scot,0,Argentina,2,GD Laidlaw,14,SH,won,0
1,Ire,0,Italy,4,IJ Keatley,14,FH,won,0
1,Scot,0,Italy,4,GD Laidlaw,14,SH,lost,0
1,Ire,0,England,4,JJ Sexton,14,FH,won,0
0,Spain,0,Portugal,3,S Aubanell Sevilla,14,FB,won,1
3,Kenya,0,Portugal,1,D Mukidza Kinyangi,14,W,won,1
0,Fiji,0,NZ Maori,3,RNDSN Nadolo,14,W,lost,1
4,NZ,0,Argentina,2,DW Carter,14,FH,won,0
1,Aust,0,Argentina,4,BT Foley,14,FH,won,0
1,Samoa,0,Fiji,4,MJ Stanley,14,FH,lost,0
3,Ire,0,Canada,1,JJ Sexton,14,FH,won,1
7,Wales,0,Uruguay,0,R Priestland,14,FH,won,0
1,SA,0,Samoa,4,H Pollard,14,FH,won,0
4,Ire,0,Romania,2,IL Madigan,14,FH,won,0
4,Fra,0,Canada,2,F Michalak,14,FH,won,0
1,Wales,1,South Africa,3,DR Biggar,14,FH,lost,0
1,SA,0,Argentina,4,H Pollard,14,FH,won,0
3,Germ,0,Brazil,1,R Parkinson,14,FB,won,1
7,Georg,0,Germany,0,L Malaguradze,14,C,won,0
4,Rom,0,Portugal,2,FA Vlaicu,14,FH,won,0
3,Georg,0,Portugal,1,M Kvirikashvili,14,FB,won,1
1,Wales,0,France,4,DR Biggar,14,FH,won,0
1,Braz,0,USA,4,MR Duque,14,FH,won,0
4,Spain,0,Portugal,2,BD Linklater,14,C,won,0
4,Urug,0,Chile,2,M Secco,14,FH,won,0
2,Arg,0,Chile,0,P Mercerat,14,(W),won,2
1,Samoa,0,Georgia,4,PF Fa'apale,14,FH,draw,0
1,Georg,0,Samoa,4,M Kvirikashvili,14,FB,draw,0
4,NZ,0,Wales,2,AW Cruden,14,FH,won,0
1,Italy,0,Argentina,4,C Canna,14,FH,lost,0
4,Spain,0,Namibia,0,S Aubanell Sevilla,4G,FB,lost,1
1,Italy,1,USA,3,C Canna,14,FH,won,0
1,Fra,0,Argentina,4,J Plisson,14,FH,lost,0
7,NZ,0,Italy,0,AW Cruden,14,FH,won,0
1,Germ,0,Uruguay,4,C Hilsenback,14,FH,won,0
1,Wales,0,Argentina,4,SL Halfpenny,14,FB,won,0
7,Russ,0,PNG,0,Y Kushnarev,14,FH,won,0
1,Scot,0,Argentina,4,GD Laidlaw,14,SH,won,0
1,Tonga,0,Italy,4,S Takulua,14,SH,won,0
3,NZ,0,France,1,BJ Barrett,14,FH,won,1
3,Braz,0,Canada,1,MR Duque,14,C,won,1
4,Germ,0,Belgium,2,R Parkinson,14,FH,won,0
4,Urug,0,Brazil,2,F Berchesi Pisano,14,FH,won,0
3,Braz,0,Uruguay,1,MR Duque,14,C,lost,1
1,Italy,0,Fiji,4,T Allan,14,FH,lost,0
0,Georg,0,USA,3,M Kvirikashvili,14,FB,won,1
1,Urug,0,Spain,4,F Berchesi Pisano,14,FH,won,0
7,Rom,0,Brazil,0,LAG Samoa,14,FH,won,0
1,Lions,0,New Zealand,4,OA Farrell,14,C,won,0
7,Namib,0,Senegal,0,EA Jantjies,14,FH,won,0
7,NZ,0,Australia,0,BJ Barrett,14,FH,won,0
4,Aust,0,New Zealand,2,BT Foley,14,FH,lost,0
4,Arg,0,Chile,0,BM Urdapilleta,13,C,won,1
2,Eng,0,Italy,3,JP Wilkinson,13,FH,won,0
2,Italy,1,Scotland,2,A Marcato,13,FB,won,0
4,JPN,0,Arabian Gulf,0,H Yoshida,13,W,won,1
4,JPN,0,Kazakhstan,0,RT Nicholas,13,C,won,1
2,Urug,0,Russia,3,M Arocena,13,FB,won,0
4,NZ,0,Australia,0,DW Carter,13,FH,won,1
5,Ire,0,Canada,1,RJR O'Gara,13,FH,won,0
2,Rom,0,Georgia,3,VN Calafeteanu,13,SH,lost,0
2,Can,0,Wales,3,J Pritchard,13,FB,lost,0
2,SA,0,Lions,3,R Pienaar,13,FH,won,0
2,Lions,0,South Africa,3,SM Jones,13,FH,won,0
4,Samoa,0,PNG,0,TJ Esau,13,FB,won,1
2,SA,1,New Zealand,2,M Steyn,13,FH,won,0
2,Scot,0,Fiji,3,PJ Godman,13,FH,won,0
2,Aust,0,Wales,3,MJ Giteau,13,FH,won,0
2,Fra,0,Wales,3,MRJ Parra,13,SH,won,0
4,JPN,0,Arabian Gulf,0,JA Arlidge,13,FH,won,1
2,Wales,0,South Africa,3,SM Jones,13,FH,lost,0
0,Aust,0,England,1,QS Cooper,13,FH,won,2
2,Tonga,0,Samoa,3,KS Morath,13,FH,lost,0
5,Tonga,0,Fiji,1,KS Morath,13,FH,lost,0
2,Tonga,0,Japan,3,KS Morath,13,FH,lost,0
2,Aust,0,New Zealand,3,MJ Giteau,13,FH,lost,0
2,NZ,0,Australia,3,PAT Weepu,13,SH,won,0
2,Eng,0,Wales,3,TGAL Flood,13,FH,won,0
5,Eng,0,Italy,1,TGAL Flood,13,FH,won,0
2,Germ,0,Czech Rep,3,F Heimpel,13,FH,lost,0
2,Fra,0,Wales,3,MRJ Parra,13,SH,won,0
4,JPN,0,Kazakhstan,0,A Tanabe,13,FB,won,1
2,Georg,0,Namibia,3,M Urjukashvili,13,FB,won,0
2,Eng,2,Wales,1,JP Wilkinson,13,FH,won,0
2,Can,0,USA,3,J Pritchard,13,W,won,0
1,Wales,0,England,2,JW Hook,13,FB,won,1
2,Wales,0,Argentina,3,JW Hook,13,FH,won,0
2,Scot,0,Italy,3,DA Parks,13,FH,won,0
2,Fra,0,Ireland,3,MRJ Parra,13,SH,won,0
5,Arg,0,Romania,1,M Rodriguez Gurruchage,13,C,won,0
2,JPN,0,Canada,3,JA Arlidge,13,FH,draw,0
1,Arg,0,Georgia,2,F Contepomi,13,C,won,1
5,Wales,0,Fiji,1,R Priestland,13,FH,won,0
1,Scot,0,Wales,2,GD Laidlaw,13,FH,lost,1
2,Port,0,Spain,3,PMDC Leal,13,FB,won,0
2,Can,0,USA,3,J Pritchard,13,FB,won,0
2,Rom,0,Argentina A,3,D Manole,13,FH,won,0
2,Wales,0,Australia,3,SL Halfpenny,13,FB,lost,0
2,Arg,0,France,3,F Contepomi,13,C,won,0
2,Italy,0,USA,3,R Bocchino,13,FH,won,0
2,Tonga,0,Italy,3,FOL 'Apikotoa,13,FH,lost,0
2,Italy,0,Tonga,3,KS Burton,13,FH,won,0
2,Arg,2,Wales,1,FN Sanchez,13,FH,won,0
2,Georg,0,Russia,3,M Kvirikashvili,13,FH,won,0
4,Arg,0,Brazil,0,PF Fernandez Fiant,13,FB,won,1
2,Urug,0,Chile,3,AL Ormaechea,13,SH,won,0
2,NZ,0,France,3,AW Cruden,13,FH,won,0
2,JPN,0,Wales,3,A Goromaru,13,FB,won,0
2,Lions,0,Australia,3,SL Halfpenny,13,FB,won,0
1,Arg,0,South Africa,2,F Contepomi,13,C,lost,1
2,SA,0,Australia,3,M Steyn,13,FH,won,0
2,Germ,0,Ukraine,3,R Parkinson,13,FH,won,0
4,Germ,0,Poland,0,R Parkinson,13,FH,won,1
2,USA,0,Russia,3,A Siddall,13,FH,won,0
2,Wales,0,Italy,3,SL Halfpenny,13,FB,won,0
2,Ire,0,Scotland,3,JJ Sexton,13,FH,won,0
1,Italy,0,Scotland,2,T Allan,13,FH,lost,1
2,Spain,0,Portugal,3,CG Malie,13,FH,won,0
5,Urug,0,Chile,1,A Duran,13,SH,won,0
1,Fiji,0,Italy,2,RNDSN Nadolo,13,C,won,1
2,Fra,1,Australia,2,F Michalak,13,FH,lost,0
1,Ire,0,Argentina,2,JJ Sexton,13,FH,won,1
5,SA,0,Wales,1,M Steyn,13,FH,won,0
0,Fiji,1,Cook Islands,0,M Talebula Maijaina,13,FB,won,2
5,SA,0,Scotland,1,H Pollard,13,FH,won,0
5,Namib,0,Germany,1,SM Kaizemi,13,FH,won,0
4,NZ,0,USA,0,AW Cruden,13,FH,won,1
2,Fra,0,Fiji,3,C Lopez,13,FH,won,0
2,Samoa,0,Canada,3,MJ Stanley,13,FH,won,0
1,Fiji,0,Wales,2,RNDSN Nadolo,13,C,lost,1
2,Tonga,0,USA,3,KS Morath,13,FH,won,0
1,Aust,0,Ireland,2,BT Foley,13,FH,lost,1
